CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Balance_over_Salary,Tenure_over_Age,Age_Tenure,CreditScore_over_Age
583,France,Female,44,8,0.0,2,1,1,27431.62,0,0.0,0.18181818181818182,36,13.25
782,Spain,Male,34,6,147422.44,1,0,1,42143.61,0,3.498097101790758,0.17647058823529413,28,23.0
668,Spain,Female,24,7,173962.32,1,0,0,106457.11,1,1.6341071066084736,0.2916666666666667,17,27.833333333333332
621,France,Male,47,0,0.0,1,1,1,133831.37,1,0.0,0.0,47,13.212765957446809
579,Germany,Female,64,6,145215.43,1,1,1,164083.72,0,0.8850081531549869,0.09375,58,9.046875
547,France,Female,38,5,167539.97,1,0,1,159207.34,0,1.0523382276219175,0.13157894736842105,33,14.394736842105264
840,France,Female,39,1,94968.97,1,1,0,84487.62,0,1.1240578205422287,0.02564102564102564,38,21.53846153846154
667,Germany,Female,27,3,106116.5,2,1,0,3674.71,0,28.877516865276444,0.1111111111111111,24,24.703703703703702
723,France,Male,34,5,0.0,2,0,1,12092.03,0,0.0,0.14705882352941177,29,21.264705882352942
487,France,Male,45,2,0.0,2,1,0,77475.73,0,0.0,0.044444444444444446,43,10.822222222222223
668,France,Female,31,9,0.0,2,0,0,41291.73,0,0.0,0.2903225806451613,22,21.548387096774192
520,Germany,Male,34,8,120018.86,2,1,1,343.38,0,349.52198730269674,0.23529411764705882,26,15.294117647058824
549,France,Male,37,2,112541.54,2,0,0,47432.43,0,2.3726707655500676,0.05405405405405406,35,14.837837837837839
567,France,Female,35,5,166118.45,2,1,0,127827.18,0,1.2995549929209111,0.14285714285714285,30,16.2
720,France,Female,45,1,102882.4,2,1,1,35633.15,1,2.887266492016563,0.022222222222222223,44,16.0
492,France,Female,49,8,0.0,1,1,1,182865.09,1,0.0,0.16326530612244897,41,10.040816326530612
712,France,Female,37,1,106881.5,2,0,0,169386.81,0,0.6309906892986532,0.02702702702702703,36,19.243243243243242
689,Germany,Male,26,4,120727.97,1,0,1,149073.88,0,0.8098532754363138,0.15384615384615385,22,26.5
850,France,Male,63,8,169832.57,1,0,0,184107.26,1,0.922465360681594,0.12698412698412698,55,13.492063492063492
747,France,Male,41,5,0.0,2,1,1,22750.17,0,0.0,0.12195121951219512,36,18.21951219512195
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0,9.505996925597621,0.23684210526315788,29,12.342105263157896
539,Spain,Male,38,6,0.0,1,1,1,152880.07,1,0.0,0.15789473684210525,32,14.18421052631579
743,France,Male,32,9,0.0,2,1,0,175252.78,0,0.0,0.28125,23,23.21875
707,France,Male,47,3,0.0,2,1,0,174303.29,0,0.0,0.06382978723404255,44,15.042553191489361
581,Spain,Female,50,4,0.0,2,1,1,80701.72,0,0.0,0.08,46,11.62
737,Spain,Male,38,6,146282.79,2,1,0,198516.2,0,0.73688086916836,0.15789473684210525,32,19.394736842105264
445,Germany,Female,38,6,119413.62,2,1,0,175756.36,0,0.6794270204503553,0.15789473684210525,32,11.710526315789474
703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0,1.474023375810513,0.10344827586206896,26,24.24137931034483
588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1,0.572985579654544,0.02857142857142857,34,16.8
765,France,Male,44,6,0.0,2,1,1,159899.97,0,0.0,0.13636363636363635,38,17.386363636363637
626,France,Male,33,8,0.0,2,1,0,138504.28,0,0.0,0.24242424242424243,25,18.96969696969697
545,Germany,Male,37,9,110483.86,1,1,1,127394.67,0,0.8672565343589336,0.24324324324324326,28,14.72972972972973
744,France,Male,31,9,120718.28,1,1,1,58961.49,0,2.047408910460031,0.2903225806451613,22,24.0
658,Spain,Female,31,2,36566.96,1,1,0,103644.98,1,0.3528097549924753,0.06451612903225806,29,21.225806451612904
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,0,0.907673110306341,0.2857142857142857,20,22.464285714285715
719,France,Female,42,4,0.0,1,1,0,28465.86,1,0.0,0.09523809523809523,38,17.11904761904762
686,Spain,Female,36,5,0.0,2,1,1,152979.14,0,0.0,0.1388888888888889,31,19.055555555555557
743,France,Male,36,4,0.0,2,1,1,190911.02,0,0.0,0.1111111111111111,32,20.63888888888889
626,Spain,Female,48,2,0.0,2,1,1,95794.98,0,0.0,0.041666666666666664,46,13.041666666666666
661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1,0.743831306782793,0.022727272727272728,43,15.022727272727273
710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0,0.5739461648175613,0.2,36,15.777777777777779
654,France,Male,40,6,0.0,1,0,0,183872.88,1,0.0,0.15,34,16.35
569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0,0.7369698261029006,0.17647058823529413,28,16.735294117647058
640,France,Male,63,2,68432.45,2,1,1,112503.24,1,0.6082709262417686,0.031746031746031744,61,10.158730158730158
562,France,Male,45,6,136855.24,1,1,0,46864.0,0,2.9202637418914303,0.13333333333333333,39,12.488888888888889
721,France,Female,55,3,44020.89,1,1,0,65864.4,1,0.6683563503197479,0.05454545454545454,52,13.10909090909091
456,Germany,Male,32,9,133060.63,1,1,1,125167.92,0,1.0630569717863811,0.28125,23,14.25
811,Spain,Male,39,7,0.0,2,1,1,177519.39,0,0.0,0.1794871794871795,32,20.794871794871796
534,France,Male,24,1,0.0,1,1,1,169653.32,0,0.0,0.041666666666666664,23,22.25
423,France,Female,36,5,97665.61,1,1,0,118372.55,1,0.8250697480116801,0.1388888888888889,31,11.75
594,Germany,Male,28,5,185013.02,1,1,0,16481.12,0,11.22575528847554,0.17857142857142858,23,21.214285714285715
725,Spain,Female,32,0,0.0,2,1,1,138525.19,0,0.0,0.0,32,22.65625
716,France,Female,52,7,65971.61,2,1,0,14608.0,1,4.516128833515881,0.1346153846153846,45,13.76923076923077
595,Germany,Female,41,9,150463.11,2,0,1,81548.38,0,1.8450778543975979,0.21951219512195122,32,14.512195121951219
679,France,Female,33,1,0.0,2,0,0,69608.48,0,0.0,0.030303030303030304,32,20.575757575757574
667,Spain,Male,39,9,0.0,2,1,0,68873.8,0,0.0,0.23076923076923078,30,17.102564102564102
661,France,Female,37,5,136425.18,1,1,0,81102.81,0,1.6821264269388447,0.13513513513513514,32,17.864864864864863
655,Spain,Male,38,3,250898.09,3,0,1,81054.0,1,3.0954436548473856,0.07894736842105263,35,17.236842105263158
555,France,Male,55,4,146798.81,1,1,1,74149.77,0,1.9797608273093765,0.07272727272727272,51,10.090909090909092
531,Spain,Male,70,1,0.0,2,0,0,99503.19,0,0.0,0.014285714285714285,69,7.585714285714285
611,Germany,Female,40,7,128486.91,2,1,0,10109.47,0,12.709559452671606,0.175,33,15.275
600,France,Female,38,9,0.0,2,1,1,58855.85,0,0.0,0.23684210526315788,29,15.789473684210526
531,Spain,Male,37,1,143407.29,2,0,1,84402.46,0,1.6990889838992844,0.02702702702702703,36,14.35135135135135
601,France,Female,43,2,0.0,1,1,0,49713.87,1,0.0,0.046511627906976744,41,13.976744186046512
548,France,Male,57,6,76165.65,1,1,1,133537.53,0,0.5703688693358339,0.10526315789473684,51,9.614035087719298
759,France,Male,40,4,0.0,2,1,0,124615.59,0,0.0,0.1,36,18.975
678,Spain,Female,49,8,0.0,2,0,1,98090.69,0,0.0,0.16326530612244897,41,13.83673469387755
755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0,2.125444960757084,0.18181818181818182,27,22.87878787878788
594,France,Male,61,3,62391.22,1,1,1,192434.11,0,0.32422121005470395,0.04918032786885246,58,9.737704918032787
768,France,Male,42,5,0.0,3,0,0,60686.4,0,0.0,0.11904761904761904,37,18.285714285714285
492,France,Female,31,7,0.0,2,1,1,49463.44,0,0.0,0.22580645161290322,24,15.870967741935484
637,Germany,Female,55,1,123378.2,1,1,0,81431.99,1,1.5151072692685024,0.01818181818181818,54,11.581818181818182
646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0,4.3578519185876985,0.07142857142857142,39,15.380952380952381
593,Germany,Male,74,5,161434.36,2,1,1,65532.17,0,2.46343681278981,0.06756756756756757,69,8.013513513513514
596,Spain,Male,41,5,0.0,2,0,1,141053.85,0,0.0,0.12195121951219512,36,14.536585365853659
722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1,39.82910934939801,0.20833333333333334,38,15.041666666666666
642,France,Male,25,7,0.0,2,1,0,102083.78,0,0.0,0.28,18,25.68
472,Spain,Female,28,4,0.0,2,1,0,1801.77,0,0.0,0.14285714285714285,24,16.857142857142858
738,Germany,Male,35,6,101744.84,1,0,0,85185.44,0,1.1943923750349825,0.17142857142857143,29,21.085714285714285
732,Spain,Male,33,8,0.0,1,1,0,119882.7,0,0.0,0.24242424242424243,25,22.181818181818183
404,Germany,Female,54,4,125456.07,1,1,0,83715.66,1,1.4985973950393512,0.07407407407407407,50,7.481481481481482
701,France,Male,44,7,0.0,2,1,0,23425.78,0,0.0,0.1590909090909091,37,15.931818181818182
683,France,Male,31,2,0.0,2,0,1,77326.78,0,0.0,0.06451612903225806,29,22.032258064516128
460,France,Female,27,7,0.0,2,1,0,156150.08,1,0.0,0.25925925925925924,20,17.037037037037038
690,France,Male,29,5,0.0,2,1,0,108577.97,0,0.0,0.1724137931034483,24,23.79310344827586
618,Germany,Female,54,4,118449.21,1,1,1,133573.29,1,0.886773171492594,0.07407407407407407,50,11.444444444444445
671,France,Male,30,2,0.0,1,0,1,102057.86,0,0.0,0.06666666666666667,28,22.366666666666667
765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0,3.769412642684617,0.28125,23,23.90625
651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,0.9529414670802024,0.08,23,26.04
704,France,Male,32,7,127785.17,4,0,0,184464.7,1,0.6927350869841221,0.21875,25,22.0
544,France,Female,45,6,0.0,2,0,1,151401.33,0,0.0,0.13333333333333333,39,12.088888888888889
790,France,Female,40,9,0.0,2,1,1,70607.1,0,0.0,0.225,31,19.75
710,Germany,Male,34,9,134260.36,2,1,0,147074.67,0,0.9128720805560874,0.2647058823529412,25,20.88235294117647
743,France,Male,37,8,69143.91,2,0,1,105780.18,0,0.6536565734715143,0.21621621621621623,29,20.08108108108108
702,France,Male,34,4,100054.77,1,1,0,109496.45,0,0.9137718163465575,0.11764705882352941,30,20.647058823529413
704,France,Female,45,6,0.0,1,1,1,137739.45,0,0.0,0.13333333333333333,39,15.644444444444444
614,France,Male,38,2,116248.88,1,1,0,105140.92,0,1.1056483051508394,0.05263157894736842,36,16.157894736842106
609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1,0.759676988493461,0.13953488372093023,37,14.162790697674419
688,France,Female,32,6,123157.95,1,1,0,172531.23,0,0.7138298961874902,0.1875,26,21.5
713,France,Male,44,1,63438.91,1,1,0,64375.4,0,0.9854526729154305,0.022727272727272728,43,16.204545454545453
736,Germany,Male,57,9,95295.39,1,1,0,28434.44,1,3.3514073074764266,0.15789473684210525,48,12.912280701754385
727,France,Male,18,4,133550.67,1,1,1,46941.41,0,2.8450502445495354,0.2222222222222222,14,40.388888888888886
850,France,Female,38,1,106871.81,2,1,0,29333.01,0,3.6433973192659055,0.02631578947368421,37,22.36842105263158
718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0,0.5433815266844655,0.06666666666666667,42,15.955555555555556
643,France,Female,51,2,105229.53,1,1,0,34967.75,1,3.0093308834568995,0.0392156862745098,49,12.607843137254902
653,France,Male,41,8,102768.42,1,1,0,55663.85,0,1.846232698600618,0.1951219512195122,33,15.926829268292684
674,France,Male,18,7,0.0,2,1,1,55753.12,1,0.0,0.3888888888888889,11,37.44444444444444
690,France,Male,35,6,112689.95,1,1,0,176962.31,0,0.6368019834279967,0.17142857142857143,29,19.714285714285715
819,France,Male,38,9,122334.26,2,1,1,181507.44,0,0.6739903333990055,0.23684210526315788,29,21.55263157894737
634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,0.0,0.029411764705882353,33,18.647058823529413
633,Spain,Male,33,4,137847.41,2,1,0,98349.13,0,1.4016129069977539,0.12121212121212122,29,19.181818181818183
850,France,Male,49,5,122486.47,1,0,1,59748.19,0,2.0500448632837247,0.10204081632653061,44,17.346938775510203
665,France,Male,33,2,101286.11,1,1,1,159840.51,0,0.6336698375149078,0.06060606060606061,31,20.151515151515152
630,Spain,Male,26,7,0.0,2,1,1,6656.64,0,0.0,0.2692307692307692,19,24.23076923076923
836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1,2.725973180491319,0.07017543859649122,53,14.666666666666666
668,France,Male,38,10,86977.96,1,0,1,37094.75,0,2.3447512114247977,0.2631578947368421,28,17.57894736842105
753,France,Male,57,7,0.0,1,1,0,159475.08,1,0.0,0.12280701754385964,50,13.210526315789474
745,France,Female,55,9,110123.59,1,0,1,51548.14,1,2.1363251903948424,0.16363636363636364,46,13.545454545454545
693,France,Male,36,8,178111.82,1,0,0,58719.63,1,3.03325855425179,0.2222222222222222,28,19.25
606,Germany,Male,65,10,126306.64,3,0,0,7861.68,1,16.06611309541981,0.15384615384615385,55,9.323076923076924
660,France,Female,35,6,100768.77,1,1,0,19199.61,0,5.248480047250959,0.17142857142857143,29,18.857142857142858
608,France,Male,42,5,0.0,2,1,0,178504.29,0,0.0,0.11904761904761904,37,14.476190476190476
744,France,Female,44,3,0.0,2,1,1,189016.14,0,0.0,0.06818181818181818,41,16.90909090909091
731,France,Female,40,7,118991.79,1,1,1,156048.64,0,0.762530131630753,0.175,33,18.275
683,France,Male,72,3,140997.26,1,0,1,52876.41,0,2.6665437385026705,0.041666666666666664,69,9.48611111111111
727,France,Male,28,5,0.0,2,0,1,19653.08,0,0.0,0.17857142857142858,23,25.964285714285715
561,Germany,Male,32,6,166824.59,1,1,0,139451.98,0,1.1962869942757355,0.1875,26,17.53125
700,France,Female,34,2,76322.69,1,1,0,128136.29,0,0.5956368020332101,0.058823529411764705,32,20.58823529411765
605,France,Male,35,6,0.0,2,1,1,45206.57,0,0.0,0.17142857142857143,29,17.285714285714285
767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,0.7840451507921538,0.1038961038961039,69,9.96103896103896
511,France,Male,33,7,0.0,2,0,1,158313.87,0,0.0,0.21212121212121213,26,15.484848484848484
667,France,Male,40,9,0.0,1,1,1,96670.2,0,0.0,0.225,31,16.675
787,France,Male,33,1,126588.81,2,0,1,62163.53,0,2.03638387330964,0.030303030303030304,32,23.848484848484848
705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1,1.619950760168593,0.03571428571428571,54,12.589285714285714
773,Germany,Male,43,8,81844.91,2,1,1,35908.46,0,2.279265387599468,0.18604651162790697,35,17.976744186046513
554,France,Male,40,4,0.0,1,0,1,168780.04,0,0.0,0.1,36,13.85
526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,0.9949552910598433,0.15517241379310345,49,9.068965517241379
661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0,1.4113102352826294,0.05714285714285714,33,18.885714285714286
698,France,Female,46,0,0.0,2,1,1,125962.02,0,0.0,0.0,46,15.173913043478262
646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0.8491277307008837,0.15384615384615385,22,24.846153846153847
757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,0.5446783189695461,0.2647058823529412,25,22.264705882352942
699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0,3.026790847959014,0.05714285714285714,33,19.97142857142857
667,France,Female,24,4,0.0,2,0,1,34335.55,0,0.0,0.16666666666666666,20,27.791666666666668
774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0,6.84304351763747,0.023255813953488372,42,18.0
745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0,0.7604722782546625,0.075,37,18.625
649,France,Female,42,7,0.0,2,0,1,22974.01,0,0.0,0.16666666666666666,35,15.452380952380953
634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1,2.486515076070142,0.10869565217391304,41,13.782608695652174
665,Spain,Male,38,9,0.0,1,0,1,87412.74,0,0.0,0.23684210526315788,29,17.5
713,France,Male,38,9,72286.84,2,1,1,26136.89,0,2.765701657695311,0.23684210526315788,29,18.763157894736842
652,France,Female,40,1,0.0,2,1,0,126554.96,0,0.0,0.025,39,16.3
739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0,0.567353985308396,0.025,39,18.475
556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1,1.5948729555531949,0.24324324324324326,28,15.027027027027026
699,Spain,Male,34,8,0.0,1,1,1,76510.46,0,0.0,0.23529411764705882,26,20.558823529411764
708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0,1.560894555656847,0.25,24,22.125
480,France,Male,35,2,165692.91,1,1,1,197984.58,0,0.8368980553940111,0.05714285714285714,33,13.714285714285714
700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1,0.9627308019014241,0.0847457627118644,54,11.864406779661017
525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1,1.436697166994597,0.1276595744680851,41,11.170212765957446
845,France,Male,33,8,164385.53,1,1,0,150664.97,0,1.0910666892244427,0.24242424242424243,25,25.606060606060606
613,France,Male,37,9,108286.5,1,1,1,114153.44,0,0.9486047901841591,0.24324324324324326,28,16.56756756756757
850,France,Female,34,2,0.0,2,1,1,171706.66,0,0.0,0.058823529411764705,32,25.0
798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,0.0,0.15517241379310345,49,13.758620689655173
773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,0.8256873119023347,0.0425531914893617,45,16.4468085106383
614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0,4.066269145926744,0.05714285714285714,33,17.542857142857144
473,Spain,Male,48,8,0.0,2,1,0,71139.8,0,0.0,0.16666666666666666,40,9.854166666666666
762,France,Male,29,6,141389.06,1,1,0,54122.89,0,2.6123708471591227,0.20689655172413793,23,26.275862068965516
701,France,Male,37,8,130091.5,1,1,1,120031.29,0,1.083813229033863,0.21621621621621623,29,18.945945945945947
600,France,Male,35,4,143744.77,2,1,0,104076.51,0,1.3811451786767255,0.11428571428571428,31,17.142857142857142
850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,0.5539153468759589,0.32142857142857145,19,30.357142857142858
613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0,0.636689872179591,0.3,21,20.433333333333334
509,France,Male,31,3,0.0,2,1,0,15360.91,0,0.0,0.0967741935483871,28,16.419354838709676
509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,0.0,0.05263157894736842,36,13.394736842105264
609,France,Male,34,1,0.0,1,1,1,181177.9,0,0.0,0.029411764705882353,33,17.91176470588235
456,France,Female,33,1,188285.68,1,0,0,58363.94,0,3.2260618457218615,0.030303030303030304,32,13.818181818181818
728,France,Female,46,2,109705.52,1,1,0,20276.87,1,5.410377439910598,0.043478260869565216,44,15.826086956521738
663,Spain,Male,33,9,0.0,2,0,0,91514.62,0,0.0,0.2727272727272727,24,20.09090909090909
673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,1.6573357530530055,0.029411764705882353,33,19.794117647058822
717,France,Male,40,0,98241.04,1,1,0,110887.14,0,0.8859552153658214,0.0,40,17.925
741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,1.5553092245343267,0.21621621621621623,29,20.027027027027028
498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,6.960292465499106,0.0975609756097561,37,12.146341463414634
850,France,Female,26,4,62610.96,2,0,1,179365.1,0,0.3490699138238152,0.15384615384615385,22,32.69230769230769
493,France,Male,36,9,0.0,2,1,1,65816.53,0,0.0,0.25,27,13.694444444444445
686,France,Female,47,5,113328.93,1,1,0,124170.9,0,0.9126850977161316,0.10638297872340426,42,14.595744680851064
666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,0.5989910471735242,0.05714285714285714,33,19.02857142857143
733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0,0.8860739701767976,0.2903225806451613,22,23.64516129032258
631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,0.9764578563729702,0.17647058823529413,28,18.558823529411764
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,0.9901063975364399,0.10204081632653061,44,14.571428571428571
767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,1.1443899390628276,0.17142857142857143,29,21.914285714285715
711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0,0.2225656637367507,0.046511627906976744,41,16.53488372093023
722,France,Male,34,8,0.0,2,1,1,133447.49,0,0.0,0.23529411764705882,26,21.235294117647058
631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0,0.8708021613107074,0.16363636363636364,46,11.472727272727273
701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0,2.409190299254525,0.07894736842105263,35,18.44736842105263
790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,0.7286309530808803,0.043478260869565216,44,17.17391304347826
633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,0.7445689232019024,0.10344827586206896,52,10.913793103448276
644,France,Female,37,8,0.0,2,1,0,20968.88,0,0.0,0.21621621621621623,29,17.405405405405407
757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,0.887366184290683,0.11363636363636363,39,17.204545454545453
696,France,Female,30,8,0.0,2,1,1,196134.44,0,0.0,0.26666666666666666,22,23.2
746,France,Male,35,2,172274.01,1,1,0,22374.97,0,7.699407418199891,0.05714285714285714,33,21.314285714285713
649,Spain,Male,36,8,0.0,2,1,0,161668.15,0,0.0,0.2222222222222222,28,18.02777777777778
565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,1.8183688762022319,0.0,38,14.868421052631579
720,France,Female,38,10,0.0,2,1,1,56229.72,1,0.0,0.2631578947368421,28,18.94736842105263
648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,1.1175134084581004,0.10714285714285714,50,11.571428571428571
632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1,0.7123816709910331,0.07317073170731707,38,15.414634146341463
622,France,Female,30,2,158584.82,3,1,0,142342.55,1,1.1141069202427525,0.06666666666666667,28,20.733333333333334
835,France,Male,28,2,163569.61,2,1,1,154559.28,0,1.0582969201202281,0.07142857142857142,26,29.821428571428573
493,France,Female,31,3,0.0,1,1,1,176570.28,1,0.0,0.0967741935483871,28,15.903225806451612
785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0,0.6626913798435866,0.18181818181818182,27,23.78787878787879
681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1,12.504122553126667,0.07142857142857142,39,16.214285714285715
621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0,0.6112533236805077,0.06666666666666667,28,20.7
756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1,0.7022038078887094,0.15789473684210525,32,19.894736842105264
515,France,Female,66,6,0.0,2,1,1,160663.11,0,0.0,0.09090909090909091,60,7.803030303030303
625,France,Female,58,10,53772.73,1,1,1,192072.1,1,0.27996117083116184,0.1724137931034483,48,10.775862068965518
717,Spain,Female,39,6,0.0,2,1,0,93275.61,0,0.0,0.15384615384615385,33,18.384615384615383
595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,1.237010939820167,0.04878048780487805,39,14.512195121951219
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,59.86876437583168,0.02702702702702703,36,14.567567567567568
762,France,Male,35,9,0.0,2,1,1,43075.7,0,0.0,0.2571428571428571,26,21.771428571428572
706,Spain,Male,20,8,0.0,2,1,1,12368.11,0,0.0,0.4,12,35.3
677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,3.0857236971946143,0.32,17,27.08
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,0.983338462930447,0.21212121212121213,26,22.21212121212121
684,Spain,Female,41,7,0.0,1,1,1,138394.37,0,0.0,0.17073170731707318,34,16.682926829268293
679,France,Male,36,6,147733.64,1,0,1,172501.38,0,0.8564200471903471,0.16666666666666666,30,18.86111111111111
478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,0.0,0.023255813953488372,42,11.116279069767442
696,France,Male,33,2,163139.27,1,1,1,7035.36,0,23.18847507448091,0.06060606060606061,31,21.09090909090909
686,Spain,Female,35,4,0.0,2,1,1,159676.55,0,0.0,0.11428571428571428,31,19.6
466,France,Female,36,5,119540.15,1,0,1,80603.99,0,1.4830549951683532,0.1388888888888889,31,12.944444444444445
686,France,Female,41,4,129553.76,2,1,0,187599.8,0,0.6905858108590734,0.0975609756097561,37,16.73170731707317
576,France,Male,55,9,0.0,2,1,1,94450.97,0,0.0,0.16363636363636364,46,10.472727272727273
763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,0.4591006177400714,0.01639344262295082,60,12.508196721311476
572,France,Male,43,2,140431.98,1,1,0,26450.57,1,5.309223203885588,0.046511627906976744,41,13.30232558139535
757,France,Female,49,2,0.0,2,0,0,164482.92,0,0.0,0.04081632653061224,47,15.448979591836734
582,France,Female,29,0,0.0,1,1,1,84012.81,0,0.0,0.0,29,20.06896551724138
623,France,Female,35,5,0.0,2,1,0,101192.08,0,0.0,0.14285714285714285,30,17.8
617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,0.6643182816070339,0.10810810810810811,33,16.675675675675677
425,France,Male,39,4,0.0,2,1,0,197226.32,0,0.0,0.10256410256410256,35,10.897435897435898
659,France,Female,56,9,123785.24,1,1,0,99504.03,1,1.244022377787111,0.16071428571428573,47,11.767857142857142
605,France,Female,33,4,0.0,2,0,1,83700.66,0,0.0,0.12121212121212122,29,18.333333333333332
538,France,Female,38,8,88758.95,2,0,0,28226.15,1,3.1445645261574815,0.21052631578947367,30,14.157894736842104
665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,4.348942645657832,0.2,20,26.6
491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1,2.7175710342997634,0.07017543859649122,53,8.614035087719298
726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0,1.568002539679967,0.25925925925925924,20,26.88888888888889
580,France,Female,65,9,106804.26,3,1,0,107890.69,1,0.9899302710919727,0.13846153846153847,56,8.923076923076923
550,France,Female,48,6,0.0,2,1,1,191870.28,0,0.0,0.125,42,11.458333333333334
542,France,Female,59,2,68892.77,2,1,0,7905.06,1,8.71502177086575,0.03389830508474576,57,9.186440677966102
732,France,Female,43,6,0.0,2,1,0,65731.53,0,0.0,0.13953488372093023,37,17.023255813953487
473,France,Female,33,5,125827.43,1,0,1,145698.73,0,0.8636137734350875,0.15151515151515152,28,14.333333333333334
745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,0.0,0.2647058823529412,25,21.91176470588235
732,France,Male,36,7,0.0,2,1,1,60830.24,0,0.0,0.19444444444444445,29,20.333333333333332
848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,0.9347933240325487,0.125,35,21.2
572,France,Male,37,1,133043.66,1,0,0,111243.09,0,1.1959723520804753,0.02702702702702703,36,15.45945945945946
702,France,Male,45,9,74989.58,1,1,1,171014.69,0,0.43849788576642157,0.2,36,15.6
664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0,0.35275626843441976,0.1794871794871795,32,17.025641025641026
630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,2.7079013985039144,0.06,47,12.6
618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,1.133944197646896,0.11363636363636363,39,14.045454545454545
556,France,Male,26,4,0.0,1,1,0,195167.38,0,0.0,0.15384615384615385,22,21.384615384615383
619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0.439451174773703,0.23333333333333334,23,20.633333333333333
644,France,Male,48,8,0.0,2,0,1,44965.54,1,0.0,0.16666666666666666,40,13.416666666666666
658,Spain,Male,50,2,0.0,2,1,0,52137.73,0,0.0,0.04,48,13.16
